Reference	ID	Tags	Quote	Occurrence	Question	Response
16:19	fcy7			0	Which of Jesse’s sons did Saul ask to have sent to him?	Saul asked Jesse to send his son David, who was with the flock.
16:21	qvn2			0	What assignment did Saul give David because he loved him greatly?	Saul made David his armor-bearer.
16:23	m5e7			0	What would happen to Saul when David played the lyre?	The bad spirit would turn away from Saul, and he would calm down and feel better.
17:2	it79			0	Why had Saul and the men of Israel encamped in the valley of Elah?	They had drawn up in battle array to fight the Philistines.
17:5	i55l			0	What did Goliath have on his head?	He had a helmet of bronze on his head.
17:6	shly			0	What did Goliath carry between his shoulders?	He had a curved sword of bronze between his shoulders.
17:8	uhpd			0	What did Goliath call the ranks of Israel?	Goliath called them servants of Saul.
17:9	z0jo			0	What did Goliath say would happen to the Philistines if Israel’s chosen man killed him?	He said the Philistines would become servants to Israel.
17:11	s4t7			0	When Saul and all Israel heard what the Philistine said, how did they feel?	They lost their courage and became terrified.
17:13	sa1y			0	Which of Jesse’s sons had followed Saul to the battle?	The three oldest sons of Jesse had followed Saul to the battle.
17:16	kyn9			0	For how long and how often did the Philistine champion present himself for battle?	He presented himself for forty days, morning and evening.
17:20	yw1i			0	What was the army doing as David arrived at the camp?	The army was going out to the battle array, shouting the war cry.
17:23	e9w2			0	As David spoke with his brothers, who came out from the ranks of the Philistines?	As David spoke, the champion, Goliath, the Philistine from Gath, came out from the ranks of the Philistines.
17:25	dqgl			0	What would the king do for the man who killed Goliath?	The king would enrich the man with great wealth, give him his daughter in marriage, and no longer require that man’s family to pay taxes or do unpaid work for the Israelite kingdom.
17:26	dj29			0	What did David say the man who killed the Philistine would take away from Israel?	The man who killed the Philistine would turn away the disgrace from Israel.
17:28	dnj2			0	What did Eliab accuse David of having in his heart?	Eliab accused David of presumption and evil in his heart, saying David’s motive for coming was to watch the battle.
17:32	r12x			0	What did David tell Saul he would do?	David told Saul that he would go and fight with the Philistine.
17:34-35	e02f			0	What did David do to a lion or a bear that took a sheep from the flock?	He went out after it, struck it, and delivered the sheep from its mouth; if it rose against him, he would seize its jaw and strike it and kill it.
17:36	vku5			0	Why did David say this uncircumcised Philistine would be like the lion or the bear he had killed?	The Philistine would be like them because he had taunted the arrayed armies of the living God.
17:39	j8di			0	Why was David not able to walk in the armor the king provided?	He was not able to walk in the armor because he was not used it.
17:42	k2v7			0	Why did the Philistine despise David when he saw him?	He despised David because he was only a youth, ruddy, and with a boyish appearance, and Goliath believed he could easily defeat David.
17:45	pwus			0	When the Philistine came with a sword, spear, and curved sword, in whose name did David say he came?	David said that he came in the name of Yahweh of Armies, the God of the armies of Israel, whom the Philistine had taunted.
17:46	kat3			0	What did David say all the earth would know after he defeated the Philistine?	All the earth would know that the Israelite people worship an all-powerful God.
17:48	tw9e			0	What did David do when the Philistine drew near to meet him?	David hurried and ran toward the battle line to meet him.
17:51	iyo7			0	What did the Philistines do when they saw that their warrior was dead?	The Philistines fled.
17:53	atxm			0	What did the people of Israel do when they returned from chasing the Philistines?	The people of Israel plundered the Philistine camp.
17:57	dwbf			0	What did David have in his hand when Abner brought him before Saul?	David had the head of the Philistine in his hand.
18:1	ckpc			0	How strongly was the soul of Jonathan bound to the soul of David?	The soul of Jonathan was bound with the soul of David, and Jonathan loved him as his own soul.
18:4	qov4			0	What did Jonathan give to David along with his garments, sword, bow, and belt?	Jonathan stripped himself of the robe that he was wearing and gave it to David.
18:5	a5wa			0	Over whom did Saul set David?	Saul set him over the men of war.
18:7-8	tgof			0	What had the singers’ song ascribed to David that displeased Saul?	They ascribed to David myriads, but they had ascribed only thousands to Saul.
18:11	j9f3			0	What did Saul think as he threw the spear at David?	Saul thought that he would strike David and pin him to the wall.
18:14	wsho			0	Why did David succeed in all his ways?	David succeeded because Yahweh was with him.
18:17	ukbr			0	What did Saul hope would happen to David if he fought the Philistines?	Saul hoped the Philistines would kill David.
18:20-21	jd6t			0	What did Saul think his daughter Michal would be for David if Saul gave her to him?	Saul thought she could be a snare for David.
18:22	hm2w			0	How did Saul command his servants to speak with David about becoming the king’s son-in-law?	He commanded his servants to speak with David privately.
18:23	ts5u			0	Why did David think he was not worthy to be the king’s son-in-law?	He said he was a poor and insignificant man.
18:25	h91m			0	What was the only bride-price the king desired from David?	The king desired one hundred foreskins of the Philistines.
18:27	sujt			0	What did David and his men do that exceeded the king’s requested bride-price?	David and his men struck two hundred Philistines and brought their foreskins to the king.
18:30	kf1e			0	How great was David’s success, so that he earned an excellent reputation?	David was more successful than any of Saul’s other army commanders.
19:2	jxvs			0	Why did Jonathan tell David to be on his guard and hide himself?	Jonathan told him to be very careful because his father was seeking to kill David.
19:4	c0yi			0	What did Jonathan tell Saul that David’s deeds had been for him?	Jonathan told Saul that David’s deeds had been very good for him.
19:6	yqjj			0	What did Saul swear after listening to Jonathan?	Saul swore that as Yahweh lives, David would not be killed.
19:8	l1ap			0	What happened when David again went out and fought with the Philistines?	David’s soldiers killed many of the Philistine soldiers, and as a result, the rest of the Philistine army ran away.
19:11	fqdx			0	Why did Saul send messengers to David’s house to watch him?	Saul wanted them to kill David in the morning.
19:12	b2l6			0	How did Michal help David to flee and escape?	Michal lowered David out a window since soldiers were watching the door.
19:15	rcly			0	What did Saul plan to do when he ordered his messengers to bring David to him in the bed?	Saul planned to kill him.
19:16	a19t			0	What did Michal use at the head of the idol in the bed to make it look like David?	She put a weaving of goats’ hair at its head.
19:18	klb8			0	When David fled and escaped, to whom did he go in Ramah?	David went to Samuel in Ramah.
19:20	m50h			0	What happened to Saul’s messengers when they saw the group of prophets?	The Spirit of God came on them, and they also prophesied.
19:21-22	j430			0	After sending messengers two more times, what did Saul do?	Saul himself went to Ramah.
19:24	b1jt			0	How long did Saul lie naked before Samuel?	He lay naked all that day and all that night.
20:2	j9ab			0	What did Jonathan say his father did not do without telling him?	He said that his father did nothing either great or small without revealing it to him.
20:3	oehx			0	How close did David say he was to death?	He said that there was only a step between him and death.
20:5	cz0d			0	What did David ask Jonathan to let him do until the third evening?	David asked to hide in the field until the third evening.
20:6	ereh			0	What reason did David tell Jonathan to give Saul if Saul missed him?	He was to tell Saul that David had asked make a brief visit to his city, Bethlehem, for the yearly sacrifice for his whole clan.
20:8	rwfp			0	Why did David ask Jonathan to deal faithfully with him?	David asked this because Jonathan had brought him into a covenant of Yahweh.
20:11	yh25			0	Where did Jonathan ask David to go so they could talk?	He asked David to go with him out into the field so they could speak privately.
20:13	k26s			0	Why did Jonathan want to make his father’s intentions known to David?	Jonathan promised to reveal his father’s intentions so that David flee.
20:16-17	qtuf			0	How did Jonathan know that David would keep his promise that he would not harm Jonathan’s descendants?	Jonathan knew that David would keep that promise because David loved Jonathan as much as he loved himself.
20:21	lg2z			0	Whom did Jonathan say he would send to find the arrows he shot?	He said he would send a boy to find the arrows.
20:24	tekb			0	When the festival of the new moon came, what did the king do?	The king came to the table for the feast.
20:26	smwc			0	What did Saul think might have happened to David to make him absent from the feast?	Saul thought it was an accident and that David was not ritually clean.
20:29	wdkn			0	Why did Jonathan say David had to attend his family’s sacrifice?	He said David’s brother had commanded him to be there.
20:30	nsbb			0	What did Saul call his son Jonathan in his burning anger?	He called him the son a mother who must have been unfaithful to Saul, because no real son of his would have done that.
20:34	rtj1			0	Why was Jonathan grieved for David?	He was grieved for David because his father had dishonored him, saying unfairly that David was not loyal to him.
20:36	x4gd			0	Where did Jonathan shoot an arrow as the boy ran?	Jonathan shot an arrow over the boy so that it would land on the ground far ahead of him.
20:42	hkfk			0	What did Jonathan do after David left?	Jonathan went back into the city of Gibeah.
21:2	nzyh			0	What did David say the king had told him to let no one know?	He said the king had commanded him to let no one know anything about what the king sent him to do.
21:4	k1yf			0	What did the priest tell David about the bread he had?	The priest said that there was no common bread, but there was holy bread, if the young men not recently become ceremonially unclean by having sexual relations with women.
21:6	a0vy			0	From where had the bread of the Presence been taken?	The bread of the Presence had been taken from the table in Yahweh’s presence in the sacred tent.
21:7	gel6			0	What was the work of Doeg the Edomite, who was there that day and saw what Ahimelech did to hel David?	Doeg the Edomite was the chief of the herders who worked for Saul.
21:8	ml0g			0	Why did David say he had no weapons with him?	He said that he had not brought any weapons because the king’s matter was so urgent that he did not have time to get any weapons.
21:10	mrty			0	From whom was David fleeing when he went to Achish, the king of Gath?	He was fleeing that day from Saul.
21:13	qnuf			0	What did David pretend to be when he changed his behavior before Achish and his servants?	He pretended to be insane whenever he was with the officers or the king.
21:14	asot			0	What did Achish ask his servants when he saw that David was acting as if he was insane?	He asked them why they had brought a raving man to him.
22:2	ods4			0	Who gathered with David at the cave of Adullam?	Everyone who was in distress, in debt, or who did not like what was happening in Israel with Saul as king.
22:3-4	tlu4			0	How long did David’s father and mother stay with the king of Moab?	They stayed with the king the whole time that David was in the stronghold.
22:6	nifi			0	Who did Saul hear had been discovered?	He heard that David and the men who were with him had been discovered.
22:8	o6w7			0	What did Saul accuse his servants of not revealing to him?	Saul said that none of his servants had revealed to him that his own son had made a covenant with David or had incited David against him.
22:10	x1lh			0	What two things did Doeg the Edomite tell Saul that Ahimelech gave to David?	Doeg the Edomite told Saul that Ahimelech gave David provisions and the sword of Goliath the Philistine.
22:13	lomq			0	What did Saul say Ahimelech did for the son of Jesse besides giving him bread and a sword?	Saul said that Ahimelech had inquired of God for him.
22:17	vp8p			0	What were the servants of King Saul not willing to do?	They were not willing to attack the priests of Yahweh.
22:18-19	am57			0	Whom did Doeg kill with the sword in Nob, the city of the priests?	He killed men and women, children and infants, and oxen, donkeys, and sheep.
22:20	ipo7			0	Where did Abiathar go when he escaped the killing?	Abiathar ran away and joined David.
22:22	a4nk			0	For what did David tell Abiathar he was responsible?	David said that the death of every person in Abiathar’s father’s house was his fault.
23:1-2	ydf2			0	About what did David inquire of Yahweh when he heard the Philistines were robbing the threshing floors at Keilah?	David asked Yahweh if he should go and strike the Philistines.
23:3-4	dt3w			0	Why did David inquire of Yahweh again about the Philistines?	David’s men told him they were afraid even in Judah, and would be much more afraid to go to Keilah against the Philistine armies.
23:5	iwjo			0	What was the outcome when David and his men fought with the Philistines?	David struck the Philistines with a great blow, drove off their livestock, and saved the people of Keilah.
23:7-8	kji4			0	Why did Saul think he could capture David and his men in Keilah?	Saul thought God had delivered David into his hand because David had shut himself in a city that had gates and bars and locks to keep David from leaving.
23:9	qn0b			0	After David knew that Saul was plotting harm against him, what did David say to Abiathar the priest?	David told Abiathar the priest to bring the ephod so they could use it to consult Yahweh.
23:10-11	np3q			0	What did David ask Yahweh concerning Saul and the men of Keilah?	David asked if Saul would come down to Keilah and if the leaders of Keilah would surrender him into Saul’s hand.
23:12	oi0v			0	What was Yahweh’s reply to David concerning the men of Keilah?	Yahweh told David that the men of Keilah would surrender him to Saul.
23:13-14	fp2g			0	Why did Saul stop his pursuit of David at Keilah?	Saul was told that David had left Keilah, so he stopped his pursuit.
23:15-16	xksx			0	How did Jonathan, Saul’s son, help David in the wilderness of Ziph?	He went to David and reassured him that he could trust God to protect him.
23:18	zeea			0	Before Jonathan went home, what did he and David do in the forest?	With Yahweh as their witness, David and Jonathan repeated their solemn promise to be loyal to each other.
23:25	d2mf			0	Why did David and his men go to the wilderness of Maon?	Someone told David that Saul and his men went to search for David so he and his men went farther south to the wilderness of Maon.
23:26-27	zipu			0	What happened as Saul and his men were surrounding David and his men?	A messenger came to Saul and told him that the Philistines had made a raid against the land.
23:28	ft8w			0	What was Saul’s response to this news?	Saul returned from pursuing David and went to meet the Philistines.
24:1-2	viuc			0	What did Saul do when he heard that David was in the wilderness of En Gedi?	He took three thousand chosen men and went there to seek David and his men.
24:3-4	ynxk			0	What did David do to Saul in the cave instead of killing him?	David secretly cut off the edge of Saul’s robe.
24:5-7	rigm			0	Why did David not allow his men to attack Saul?	David’s heart struck him, and he said he would not stretch out his hand against his master, because he was the anointed of Yahweh.
24:8	m6sg			0	When David left the cave after Saul, how did he show respect to Saul?	David called out to Saul as his master the king, and then he bowed with his face to the ground.
24:10-11	pcuy			0	How did David prove to Saul that he did not want to harm him?	David showed Saul the edge of his robe that he had cut off, proving he had been close enough to kill him, but did not.
24:16	leux			0	What was Saul’s response to David?	He asked if it was David’s voice, called him his son, then lifted up his voice and wept.
24:17-18	k18a			0	Why did Saul say that David was more righteous than he was?	David had repaid Saul with good even though Saul had done evil to David.
24:20	z0io			0	What did Saul say he knew about David at this time?	Saul knew that David would surely be king and that the kingdom of Israel would be established in David’s hand.
24:21-22	coag			0	Before Saul went home, what oath did David swear to him?	David swore that he would not cut off Saul’s descendants or destroy his name from his father’s house.
25:3	bxo3			0	What kind of man was Nabal in his dealings?	He was harsh and evil in his deeds.
25:3	yupn			0	What was Nabal’s wife Abigail like?	She had good insight and was beautiful in appearance.
25:4-5	bhhy			0	Whom did David send to greet Nabal while he was shearing his sheep?	David sent ten young men to greet Nabal.
25:7	p1e4			0	Why did David think that Nabal would be generous to him and his men?	David’s men had not harmed Nabal’s shepherds, and nothing of theirs was missing while they were near David’s men.
25:8	t09l			0	What did David’s young men ask Nabal to give them?	They asked Nabal to please send back with them something from the feast that he prepared for this occasion.
25:9-11	i02w			0	What was Nabal’s response to David’s young men?	Nabal spoke of disrespectfully of David, implying that he was a runaway slave wandering the countryside, and he said he would not give any of his food and water to them.
25:13	wg3a			0	What did David tell his men to do when he heard Nabal’s response?	David ordered his men to strap on their swords.
25:14-15	macm			0	When one of the young men spoke to Abigail, how did he say that David and his men had treated Nabal’s shepherds?	He said the men were very kind to them and did not harm them or steal anything from them.
25:17	yfq8			0	Why did the young man go to Abigail instead of to Nabal?	He said that Nabal is such a wicked man that he will not listen to anyone who tries to tell him what he should do.
25:18-19	p7f3			0	What did Abigail do after hearing about her husband’s response?	Abigail hurriedly gathered provisions, put them on donkeys, and told her young men to go ahead of her, taking them to David, but she did not tell Nabal.
25:20	cop5			0	Whom did Abigail meet as she rode her donkey down the mountain?	David and his men were coming down to meet her, and she encountered them.
25:21-22	gnf9			0	What had David said he planned to do after protecting Nabal’s possessions in vain?	David had said that by morning he would kill Nabal and every male person in his household.
25:23-24	z2hf			0	What did Abigail do when she met David?	Abigail hurriedly got down from her donkey, respectfully bowed to the ground before David, accepted the blame for the way he was mistreated, and asked to speak to him.
25:25-26	jy8o			0	What did Abigail hope to prevent by speaking to David?	She hoped to keep David from killing many people himself instead of relying on Yahweh to protect him.
25:27-28	tsea			0	What did Abigail ask David to do with the blessing she brought?	Abigail asked that the blessing be given to the young men who followed David and that he would forgive her transgression.
25:28	arqz			0	Who did Abigail say would make David to be king?	Abigail said that Yahweh would make David king of Israel and then allow many of his descendants to become king after him. because he was fighting the battles of Yahweh.
25:29	z4xr			0	Who does Abigail say will sling away the lives of David’s enemies?	She says that Yahweh, David’s God, will sling them away as swiftly as a stone flies from the pocket of a sling.
25:32	xivy			0	Whom did David say had sent Abigail to meet him?	David said that Yahweh, the God of Israel, had sent Abigail.
25:33	lgza			0	Why did David say that Abigail and her discernment were blessed?	Because Abigail had kept him that day from entering into bloodshed and from saving himself with his own hand.
25:34	j0lk			0	Who had kept David from harming Nabal’s household?	Yahweh, the God of Israel, had restrained David from harming them.
25:36	vw7q			0	Why did Abigail not say anything to Nabal when she returned from seeing David?	Nabal was holding a feast like a king’s feast and was very drunk.
25:37-38	w13y			0	What happened to Nabal in the morning when Abigail told him what had happened?	He had a stroke and could no longer move; about ten days later, Yahweh struck Nabal and he died.
25:39-40	p76v			0	What did David do when he heard that Nabal was dead?	David sent messengers to speak with Abigail, to take her as his wife.
25:42	jok0			0	What did Abigail do when she heard David wanted to marry her?	Abigail hurriedly arose, rode on a donkey with her five young women, and followed David’s messengers to become his wife.
25:44	pf98			0	What had happened to David’s wife, Michal?	Saul had given her to another man as his wife.
26:2	sbb7			0	Whom did Saul take with him to seek David in the wilderness of Ziph?	Saul took three thousand chosen men of Israel.
26:4	omme			0	How did David know that Saul was coming after him into the wilderness?	David sent out spies and learned for certain that Saul had come.
26:5	htib			0	Where did David go after learning that Saul had come?	David arose and went to the place where Saul had camped.
26:6-8	fy1w			0	What did Abishai want to do when he and David saw Saul sleeping inside the camp?	Abishai wanted to strike Saul with his own spear and pin him to the earth.
26:9	y1ll			0	Why did David not want Abishai to kill Saul?	David said no one could kill Yahweh’s appointed king and be innocent. He said that Yahweh will surely punish anyone who kills him.
26:10	coa9			0	How did David say Saul must die?	David said that Yahweh may cause him to die, or he may die of some disease or of old age, or enemy soldiers may kill him in a battle, but David would not kill him.
26:11-12	afev			0	What did David take from beside Saul’s head?	David took the spear and the jug of water from near Saul’s head.
26:13	eadw			0	Where did David go after he left Saul’s camp?	He went across a valley and stood on the top of the hill far away from Saul’s camp.
26:15-16	jf01			0	Why did David say Abner, the man who was to watch over Saul, deserved to die?	He said Abner deserved to die because he did not watch over his master, the anointed of Yahweh.
26:17-18	cset			0	What question did David ask Saul?	David asked why his master was pursuing David, his servant, and what evil he had done.
26:19	u0y1			0	What did David say should happen to the people who had caused Saul to be angry with him?	David said that they should be cursed before Yahweh because they had driven him out from the inheritance of Yahweh.
26:21	njww			0	What did Saul say to David?	Saul said that he had sinned, had acted foolishly, and would not harm David anymore. He asked David to come back home.
26:22	rqo5			0	What did David tell Saul to do about his spear?	He told Saul to send one of his young men over to get it.
26:24	chj3			0	What did David say about the value of both of their lives?	David said that just as Saul’s life was great in his eyes that day, he hoped that Yahweh could consider his own life to be great and rescue him from every danger.
27:1	zy9g			0	Why did David think that he needed to escape into the land of the Philistines?	David felt that otherwise Saul would capture him and kill him.
27:4	aon0			0	What made Saul no longer seek for David?	Saul heard that David had fled to Gath.
27:5-6	oxr1			0	What did David ask for and receive from Achish the Philistine?	David asked for a place to live in one of the villages in the countryside, and Achish gave him Ziklag.
27:8-9	qrhu			0	What did David and his men do when they raided the Geshurites, Girzites, and Amalekites?	They struck the land, did not let a man or woman live, and took the sheep, cattle, donkeys, camels, and garments.
27:10	rfy0			0	Where did David tell Achish he had raided?	David would say that he had raided the south of Judah, or the south of the Jerahmeelites, or the south of the Kenites.
27:11	v54i			0	From the raids, why did David not bring anyone alive back to Gath?	David did this so that they would not be able to tell Achish the truth about he had really done.
27:12	g1of			0	Why did Achish trust David?	Achish believed what David told him and thought that David had made himself to be hated among his own people so that he would always have to stay and serve Achish.
28:1-2	ifit			0	What did Achish want David and his men to do when the Philistines gathered to fight Israel?	Achish wanted David and his men to go out with him into the camp for battle.
28:3	b41f			0	Whom had Saul removed from the land after Samuel’s death?	Saul had removed those who consulted with ritual pits and familiar spirits from the land.
28:4	enog			0	Where did the Philistines and the Israelites set up their camps to fight?	The Philistines camped at Shunem, and Israel camped at Gilboa.
28:5-7	q04d			0	Why did Saul search for a woman who was a mistress of a ritual pit?	Saul was very afraid of the Philistine army, and Yahweh did not answer him by dreams, Urim, or prophets, so Saul sought a women who owns a pit that she uses to contact people who have died.
28:8-9	gwqp			0	What was the woman afraid of when the disguised Saul went to talk to her?	She was afraid that he was setting a trap for her life, because Saul had cut off those who try to contact people who have died or to try to talk to spirits.
28:10	kt4x			0	What did Saul promise the woman?	Saul swore by Yahweh that no one would punish if she did what he asked.
28:11-12	h0tp			0	How did the woman know that the man who asked her to bring up Samuel was Saul?	When the woman saw Samuel, she cried out with a loud voice and said to Saul that he had deceived her.
28:13-14	dt9i			0	What did the woman say Samuel looked like?	The woman said she saw an old man wearing a robe.
28:15	ozty			0	Why did Saul say he had brought up Samuel?	Saul said that he was in great danger but God was no longer helping him, so he wanted Samuel to tell him what he should do.
28:16-17	pdg8			0	What did Samuel say Yahweh had done with Saul’s kingdom?	Yahweh had torn Saul’s kingdom from his hand and had given it to his fellow, to David.
28:19	e711			0	What did Samuel say would happen to Saul and his sons the next day?	He said that the next day, Saul and his sons would be with him in death.
28:22	xqec			0	What did the woman and Saul’s servants urge him to do?	They urged him to eat a piece of bread to have strength to go on his way.
28:24-25	inqz			0	What did the woman prepare for Saul and his servants to eat?	She killed a fatted calf from the stall of her house, and she baked unleavened bread for them to eat.
29:3	q8dw			0	How did Achish defend the presence of David on the battlefield to the Philistine rulers?	Achish said that in the year that David had been living near him, David had been completely loyal to him.
29:4	mib9			0	What were the commanders of the Philistines afraid that David would do during the battle?	They feared that David would become an adversary to them in the battle by turning against them.
29:6-7	jim7			0	What did Achish tell David to do because the commanders of the Philistines did not approve of him?	He told David to return and go in peace.
29:9	hilu			0	What was Achish’s final decision about David?	Achish said that David was good in his eyes like an angel of God, but the commanders had said David must not go up with them to the battle.
29:10	z8wm			0	What did Achish tell David to do in the morning?	He told David and his men to rise early in the morning and go away as soon as it was light.
30:1-2	iln8			0	What did David and his men find had happened to Ziklag while they were away?	The Amalekites had raided Ziklag, burned it with fire, and taken captive all the women who were in it.
30:3-4	lpgb			0	How did David and his men react to what they found in Ziklag?	They lifted up their voices and wept until they had no more strength to weep.
30:5-6	x3nr			0	Why was David greatly distressed?	His two wives had been taken captive, and the people were talking about killing David by stoning him.
30:8	vjer			0	What did David ask Yahweh?	David asked Yahweh if he should pursue the band of raiders and if he would overtake them.
30:8	z22j			0	What was Yahweh’s answer to David?	Yahweh told him to pursue the men who took their families, for he would catch up with them and be able to rescue their families.
30:10	bc66			0	What happened to two hundred of David’s men at the wadi of Besor?	They were too exhausted to cross the wadi, so they stayed behind.
30:11-12	hvvu			0	What was wrong with the Egyptian man that David and his men found in the field?	He had not eaten bread or drunk any water for three days and three nights.
30:13	k1zc			0	Why had the Egyptian slave’s Amalekite master abandoned him?	His master abandoned him because he became sick three days earlier and it was difficult for him to keep traveling with the raiding band.
30:15	qmc2			0	What did the Egyptian require before he would lead David to the raiding party?	He made David swear by God that he would not kill him or deliver him into the hand of his master.
30:16-17	prb4			0	What were the raiders doing when David attacked them?	They were spread out over the land, eating, drinking, and celebrating because of all the great plunder they had taken.
30:18	uroh			0	What did David recover after his attack on the raiders?	He rescued everything the Amalekites had taken, including his two wives.
30:22	zls5			0	Why did the evil and wicked men not want to share the recovered plunder with those who stayed behind?	They said those who stayed behind did not go with them.
30:23-24	muys			0	Why did David tell the men they should all share alike?	He said Yahweh had given them what they had and had given the raiders into their hand, so the share of the one who went to battle should be the same as the one who stayed with the equipment.
30:26	mj3j			0	What did David do with some of the plunder when he came back to Ziklag?	David sent some of the plunder to the elders of Judah who were his friends, telling them it was a blessing for them from the plunder of the enemies of Yahweh.
31:1	wuj5			0	What happened to the men of Israel when they fought the Philistines on Mount Gilboa?	The men of Israel fled from the Philistines to Mount Gilboa, but the Philistines killed many of them there.
31:2	hkal			0	What happened to Saul’s sons?	The Philistines overtook Saul and his sons and killed Jonathan, Abinadab, and Malchi Shua.
31:3	v08a			0	What happened to Saul in the battle?	The fighting became very fierce around Saul. The Philistine archers realized that he was the king of Israel, so they aimed many arrows at him and wounded him badly.
31:4	egjl			0	What did Saul ask his armor-bearer to do?	Saul asked him to draw his sword and stab him so that the uncircumcised Philistines would not come and abuse him.
31:4	ppl6			0	What did Saul do when his armor-bearer was afraid and would not kill him?	Saul took out his own sword and threw himself on it, killing himself.
31:5	lhyt			0	What did the armor-bearer do after he saw that Saul was dead?	He also fell on his own sword and died with Saul.
31:7	qfch			0	Why did the men of Israel who lived across the valley and the Jordan abandon their cities and flee?	They fled because they saw that the men of Israel had fled and that Saul and his sons were dead.
31:9-10	vmlj			0	What did the Philistines do with Saul’s body after they found it?	The Philistines cut off Saul’s head, stripped off his equipment, and fastened his corpse to the wall of Beth Shan.
31:11-12	dnwp			0	What did the valiant men of Jabesh Gilead do after they heard what happened to Saul?	They marched all night and took the corpses of Saul and his sons from the wall of Beth Shan, brought them to Jabesh, and burned them there.
31:13	xdts			0	What did the inhabitants of Jabesh do with the bones of Saul and his sons?	They buried their bones under the tamarisk tree in Jabesh and fasted for seven days.
