Reference	ID	Tags	Quote	Occurrence	Question	Response
24:14	maqm			0	What were the people of Israel told to do to the man who blasphemed Yahweh?	Yahweh told the people of Israel to take the man outside the camp, place their hands on him, and stone him to death.
24:17	g1bs			0	What must happen to a man who kills another man?	He must certainly be put to death.
24:19-20	d22r			0	What did Yahweh say must be done to anyone who causes death or injury to another person?	Yahweh said to the people that what they have done to another should be done to them; an eye for an eye, a tooth for a tooth.
25:4	oh1a			0	What did Yahweh say should be done after the fields and vineyards are planted, pruned, and harvested for six years?	Yahweh said that after six years of planting, pruning, and harvesting the fields and vineyards, in the seventh year there should be a Sabbath rest for the fields and vineyards.
25:9	eb24			0	What must be done on the forty-ninth year, the tenth day of the seventh month?	A loud trumpet must be blown everywhere during the forty-ninth year, on the tenth day of the seventh month.
25:10	cnvf			0	What will the fiftieth year be called?	The fiftieth year will be called a year of jubilee.
25:10	hjps			0	What significant event must take place during a jubilee year?	During the jubilee year, property and slaves should be freed and returned to their families.
25:12	dp2k			0	What should be eaten during the jubilee year?	Only the food that grows by itself should be eaten during the jubilee year.
25:15-16	n9db			0	What must the people consider when buying or selling land?	People should consider how many years there are to the next jubilee year. The more years there are, the more valuable is the land, because you are selling the number of crops you can harvest until the next jubilee.
25:21	mizs			0	How will Yahweh take care of his people during the seventh year, the Sabbath year, when crops are not to be grown?	Yahweh told the people that the harvest the sixth year will be enough crops to feed for them for three years, so there would be food for the seventh year.
25:23	asen			0	What did Yahweh say to the people about permanent ownership of land?	Yahweh said the land must not be sold permanently to a new owner, because the land belonged to him.
25:30	ftwf			0	What property is not to be returned during the jubilee year?	After a year, a house bought in a walled city will become permanent property of the man who bought it.
25:35-36	ylzc			0	How are the people to treat a fellow countryman who becomes poor and can no longer provide for himself?	The people are to help him and not charge him interest or try to profit from him in any way.
25:40	xqz8			0	How should the people treat a fellow countryman who has sold himself as a slave?	A fellow countryman who has sold himself as a slave the people should treat as a hired servant, not made to work like a slave.
26:1	fywu			0	What does Yahweh tell the people they should not make?	Yahweh says to the people they should not make idols.
26:3-4	f3oa			0	What must the people do to make sure Yahweh sends rain and harvest?	Yahweh says the people must walk in his laws and keep his commandments in order to receive his rain and harvest.
26:6	td3w			0	What will Yahweh do to make the people safe?	Yahweh will remove the dangerous animals and cause there to be no raids or wars in the land.
26:12	q64i			0	If the people do what Yahweh tells them to do, what does he promise to do for them?	If the people do what Yahweh tells them to do, he promises to walk among them and be their God. They will continue to be his people.
26:15-16	vc0v			0	What kind of disease and fever does Yahweh say he will send on Israel if they do not obey his commandments?	Yahweh says he will send disease and fever that would make them blind and slowly kill them if they did not obey his commandments.
26:18	e922			0	What does Yahweh say he will do if the people refuse to obey his commandments and decrees?	Yahweh says if the people will not listen to him, he will punish them again and again for their sins.
26:18-19	o4v7			0	What did Yahweh say he would do to the weather if Israel did not obey his commandments?	Yahweh said he would make the sky over them like iron (drought) and the land as hard as bronze.
26:21-22	xcyk			0	Yahweh said if Israel would not listen to him, he would send dangerous animals against them. What did Yahweh say those animals would do?	Yahweh said those animals would kill their children, destroy their cattle and make them few in number.
26:40-42	v9m1			0	If the people do not obey Yahweh, have they lost all hope?	No. Yahweh says that if the people will confess their sins, the sins of their fathers, and their unfaithfulness to Yahweh, and humbly admit they are guilty, he will keep the covenant he made with Jacob, Isaac, and Abraham.
26:44	tku5			0	In spite of their sin, what does Yahweh promise to do?	Yahweh promises not to reject them or detest them so as to completely destroy them and do away with the covenant he made with them, because he is still Yahweh their God.
27:2-4	zy0u			0	What is the purpose of the standard value?	The purpose of the standard value is to determine how much someone must pay to free another person from a vow to belong only to Yahweh.
27:3	mah3			0	What is the standard value of a man between the ages of twenty and sixty?	A man between the ages of twenty and sixty has a standard value of fifty shekels of silver.
27:4	a1mf			0	What is the standard value of a woman between the ages of twenty and sixty?	A woman between the ages of twenty and sixty has the standard value of thirty shekels.
27:8	ivzh			0	What if the one making the vow is unable to afford the standard value of the person he had dedicated?	If the one making the vow is not able to afford the standard value, he must take that person to the priest and the priest will set the price for freeing him to an amount that the person can pay.
27:11-16	pr83			0	What other things may the priest value that are to be presented to Yahweh?	The priest may also value an animal to be presented for sacrifice, a man’s house, or some of his land.
27:23	hq8s			0	What must a man do with a field he has sanctified to Yahweh in the year of the jubilee?	When a man has sanctified a field to Yahweh and the year of the jubilee comes, the priest will figure the estimated value of the field up to the year of the jubilee and the man must pay its value on that day as a holy gift to Yahweh.
27:26	y8fd			0	Which of the animals belongs only to Yahweh?	The firstborn of all the animals belongs only to Yahweh.
27:28	yuyi			0	What part of the things dedicated to Yahweh may be sold or redeemed?	Nothing dedicated to Yahweh may be sold or redeemed.
27:31	fme7			0	If a man redeems any of his tithe, what must he add to it?	If a man redeems any of his tithe, he must add a fifth to its value.
