Reference	ID	Tags	Quote	Occurrence	Question	Response
22:19	ypq1			0	In whom should a person trust?	A person should trust in Yahweh.
22:22	p9pk			0	What must not be done to the poor and suffering?	Do not steal from the poor and do not oppress suffering people.
22:23	v59q			0	What will Yahweh do to those who rob the poor?	Yahweh will kill the people who stole from them.
22:24-25	ymnq			0	Why must a person not associate with people who easily become angry?	A person must not associate with someone who easily becomes angry because he will learn to act like them and endanger himself.
22:26-27	tkww			0	What might a person take from someone who cannot pay back a loan?	A person could take even their bed if they cannot repay the loan.
22:28	iwbo			0	What must not be moved?	The ancient boundary stone set by their ancestors must not be moved.
23:1	h8f9			0	When should a person observe carefully what is before him?	When a person sits to eat with a ruler, he should carefully consider what is before him.
23:4	jb4m			0	A wise person knows when to stop doing what?	A wise person knows when to stop working too hard to try to become rich.
23:5	lcty			0	How does wealth compare to a bird?	Both wealth and a bird can quickly disappear.
23:7	d69b			0	Why does a stingy man not mean what he says when he tells you to eat and drink?	Because stingy people are always thinking about how much the food costs them.
23:9	ywo6			0	How does a fool react to insightful words?	A fool despises the insightful things that you say.
23:10-11	qstn			0	Why should you not claim the land that belongs to orphans?	Their strong redeemer, Yahweh, will defend them when they dispute with you.
23:13	hzha			0	What should not be withheld from a child?	Discipline should not be withheld from a child.
23:15-16	kuvk			0	What makes a father be deeply joyful?	When his son speaks what is right, the father will be deeply joyful.
23:20	guga			0	From whom should a person stay away?	A person should stay away from drunkards or gluttonous eaters.
23:23	lxk4			0	What should a person acquire?	A person should acquire truth, wisdom, instruction, and understanding.
23:26	dlge			0	What should a son give to his father?	A son should give his father his heart.
23:27-28	jq7t			0	In what way are certain women very dangerous?	Prostitutes and adulterous women are dangerous because they cause many men to become unfaithful.
23:29-30	u5rk			0	What kind of people are woeful, sorrowful, and quarrelsome?	Those people who drink too much wine.
23:31-33	rg14			0	What will happen when you let wine become overly attractive to you?	When you are drunk, you will hallucinate.
23:35	xwlb			0	What does the drunkard say when he wakes up?	The drunkard says he wishes to be sober so that he could find even more wine to drink again.
24:1	bt4h			0	Of whom should a person not be envious?	A person should not be envious of those who are evil.
24:3	c2it			0	By what is a household established?	A household is established by wisdom.
24:5	ex97			0	What can a person add to wisdom to become more powerful?	A wise person who adds knowledge to wisdom makes himself more powerful.
24:8	y7gb			0	What do people call a person who plans to do evil?	People call a person who plans to do evil a schemer.
24:10	f6in			0	If you give up during distressful times, how is your strength?	If you give up during distressful times, then you are weak.
24:12	sw6l			0	What does God give each person?	God gives each person what he deserves.
24:15	houd			0	What do the wicked lie in wait to do?	The wicked lie in wait to attack the places where righteous people dwell.
24:17-18	knh7			0	What will Yahweh do if you are glad when your enemy falls?	Yahweh will notice and disapprove, and stop being angry with your enemies.
24:20	ylks			0	What happens to the lamp of the wicked?	The lamp of the wicked will be extinguished.
24:21	qesx			0	With whom should a person not associate?	A person should not associate with those who rebel against the king.
24:24	pm28			0	What will happen to the one who declares that a guilty person is innocent?	Many people will curse him and whole people groups will hate him.
24:26	kfdd			0	What is like a kiss on the lips?	An honest answer is like a kiss on the lips.
24:29	bum8			0	What should a person not say about his neighbor?	A person should not say that he will pay back his neighbor for what he has done.
24:30-31	kpxq			0	What did the field of the lazy man look like?	In the lazy man’s field, thistles and weeds were everywhere, and the stone wall surrounding it had broken down.
24:34	rars			0	What comes upon the lazy man like a robber?	Poverty and need come upon the lazy man as if a thief has robbed him.
25:1	lkoj			0	Who was the author of this proverb?	Solomon was the author of this proverb.
25:2	nh6b			0	What is it the glory of God to do?	It is the glory of God to make something that is difficult for people to understand.
25:5	hyc8			0	How is the throne of the king established?	People must remove wicked advisers from the presence of the king so that he can rule securely by being righteous.
25:6-7	ghfc			0	What is better than standing in the place designated for the great?	Waiting for the king tell you to come up here is better than standing in the place designated for the great and being told to sit farther away from the king.
25:8	vpod			0	If you have witnessed something concerning your neighbor, why should you not be quick to bring it to trial?	You should not plead your case too quickly because your neighbor may win the case and embarrass you.
25:13	xvh0			0	What does a reliable messenger do for his senders?	A faithful messenger refreshes the people whom he serves.
25:15	wjkr			0	With what can a leader be persuaded?	A ruler can be persuaded with patience.
25:17	yaef			0	How could your neighbor feel that he has had too much of you?	Your neighbor could feel that he has had too much of you if you visit his house too often.
25:19	j7y8			0	What is like a a crippled foot?	Trusting treacherous people during distressful times is like a crippled foot.
25:21	zhat			0	What should you do for your enemy?	You should give your enemy food to eat and water to drink if they are hungry or thirsty.
25:22	emvt			0	What will Yahweh do for the one who gives his enemy food and drink?	Yahweh will reward the one who gives his enemy food and drink.
26:2	sqaq			0	What does not harm you?	A curse will not harm you if you are innocent.
26:4	mfkj			0	What will happen to you if you reply to foolish people according to their foolish way of thinking?	If you do, then you also will be foolish.
26:6	pwgu			0	What is like cutting off one’s own feet?	Sending a message by the hand of a fool is like cutting off one’s own feet.
26:10	klss			0	One who employs a fool is like what?	One who employs a fool is like an archer who randomly shoots arrows at people.
26:11	fdke			0	Why is a fool like a dog who returns to his vomit?	A fool is like a dog who returns to his vomit because a fool does the same foolish thing over and over again.
26:14	qux3			0	What is like a door swinging on its hinges?	As a door swings on its hinges and does not go anywhere, so a lazy person turns back and forth in his bed.
26:16	tpc0			0	How does a lazy person appear in his own eyes?	A lazy person wrongly thinks that he is wiser than several people who answer intelligently.
26:19	q6is			0	What does a person say after deceiving his neighbor?	A person says he was just joking after deceiving his neighbor.
26:21	wx0r			0	What does a quarrelsome person kindle?	A quarrelsome person kindles a dispute.
26:24	yxx6			0	How does a person disguise the fact that he hates others?	A person who hates others will use what they say to hide what they feel.
26:27	rnpb			0	What happens to the person who digs a pit?	The person who digs a pit will fall into it.
26:28	o4qn			0	What do flatterers cause?	Flatterers cause disastrous things to happen.
27:1	tsgq			0	Why should a person not boast about tomorrow?	A person should not boast about tomorrow because he does not know what will happen then.
27:3	zv00			0	What is so annoying that it is compared to the heaviness of stones or sand?	A fool is so annoying that he is harder to bear than either of those.
27:6	t8e9			0	What may an enemy do to deceive you?	An enemy will deceive you by acting affectionately toward you.
27:7	ouij			0	To whom is every bitter thing sweet?	To hungry people, every bitter thing is sweet.
27:10	jes5			0	What is better than a brother who is far away?	A nearby neighbor is better than a brother who is far away.
27:12	v8gw			0	What does a prudent man do when he sees something dangerous happening?	A prudent man hides himself when he sees something dangerous happening.
27:14	x07o			0	When is a blessing given with a loud voice considered to be a curse?	Early in the morning, a blessing given with a loud voice is considered to be a curse.
27:15-16	bivx			0	What is like stopping the wind?	Restraining a quarreling wife is like stopping the wind.
27:17	wf8i			0	What does the author compare to iron which sharpens iron?	The author says that, similar to how iron sharpens iron, when one person shares what he is thinking, it can help another person to think more clearly.
27:20	qwq7			0	What are never satisfied?	A person’s desire for things is never satisfied.
27:22	s43t			0	Could you remove foolishness from a fool?	If you were to crush a fool the way that you would crush grain into powder, you would still not be able to find any part of him that is not foolish.
27:24	r8eu			0	How long do riches last?	Riches do not last forever.
27:26	ovhg			0	What do lambs provide for you?	Lambs provide wool with which to clothe yourself.
28:1	tp8r			0	Who runs away even when no one is chasing them?	The wicked run away even though no one is chasing them.
28:4	w2sl			0	Who are praised by those who forsake the law?	The wicked are praised by those who forsake the law.
28:6	qkze			0	Which is more important, riches or honesty?	It is better to be poor and honest than to be dishonest and rich.
28:8	so2b			0	What happens to the wealth of someone who becomes rich by charging too much interest?	His wealth will eventually belong to someone who is kind to poor people.
28:10	jjy8			0	What people will destroy themselves?	People who guide upright people to act evilly will destroy themselves by what they do.
28:12	joz4			0	How do people react when the wicked become powerful?	People hide when the wicked become powerful.
28:13	b03e			0	How can a sinner shown mercy?	A sinner who confesses and forsakes his sin will be shown mercy.
28:16	agbp			0	How can a ruler’s days be prolonged?	A ruler can prolong his days if he despises gaining wealth unjustly.
28:17	nnmw			0	Whom are we told that we should not help?	We should not help people who murder others and keep running away from those who would punish them until they die.
28:19	tpzb			0	What happens to a person who pursues empty things?	A person who wastes time pursuing empty things will only be poor.
28:22	jc9e			0	How does a greedy man pursue riches?	A greedy man hurries after riches.
28:25	rm3x			0	What is the result of trusting in Yahweh?	Yahweh will prosper people who trust him.
28:27	u1o2			0	What will a person who ignores the poor receive?	A person who ignores the poor will receive many curses.
29:1	wcq3			0	What happens to a person who remains stubborn even though other people often correct him?	A person who remains stubborn even though other people often correct him will be destroyed quickly, and he will not be able to recover.
29:3	aeac			0	What destroys a person’s wealth?	A person who has sex with prostitutes wastes all their money.
29:6	wvqh			0	What causes an evil person to endanger himself?	Acting sinfully causes an evil person to endanger himself.
29:8	svll			0	What kind of person enables others to remain calm?	A wise person enables others to remain calm.
29:10	bv3k			0	Who do murderers hate?	Murderers despise people who always try to do what is right.
29:11	bnql			0	What do foolish people uncontrollably express?	Foolish people uncontrollably express everything that they feel.
29:14	c35j			0	How can a king establish his throne forever?	A king can establish his throne forever by judging the poor with truth.
29:17	nbls			0	What is the result if you discipline your son?	Discipline your son, and he will cause you to rest, and he will give delights to your soul.
29:18	at9r			0	If the people do not keep the law, what do they do?	If the people do not keep the law, they do not control themselves.
29:20	gqqk			0	For whom is there more hope for a stupid one?	There is more hope for a stupid one than for a man hurrying in his words.
29:23	srlp			0	What kind of person is given honor?	A person with a humble spirit is given honor.
29:25	zorr			0	What does Yahweh do for the one who trusts in him?	Yahweh protects the one who trusts in him.
29:27	imnw			0	Whom do righteous people detest?	Righteous people detest unjust people.
30:1	aakl			0	Whose sayings are written in this proverb?	The sayings of Agur the son of Jakeh are written in this proverb.
30:3	fkwp			0	What has the author not learned?	The author has not learned wisdom.
30:6	f1ow			0	What will happen to you if you add to God’s words?	God will correct you and he will prove that you lied about what he said.
30:8	ceaz			0	How wealthy does the author wish to be?	The author wishes to have neither poverty nor riches, but just the proper amount of food.
30:9	yaux			0	What is the author afraid he would do if he were rich?	The author is afraid he would deny Yahweh if he were rich.
30:11-12	yn7a			0	What kind of people think that they are sinless, yet have committed disgusting sins?	People who disrespect their parents think that they are sinless, yet have committed disgusting sins.
30:13-14	p5u3			0	What does the proud generation do to the poor?	The proud generation destroys the poor.
30:15-16	gjw3			0	Why are greedy people like leeches?	Greedy people are like the offspring of leeches because they always want other people to give them more.
30:19	wj2t			0	What is the second thing that the author does not understand because it is too wonderful?	The author does not understand the way of a snake on a rock.
30:21-22	xv2l			0	What is the first thing that the author says causes the earth to tremble?	The first thing that causes the earth to tremble is a slave when he becomes king.
30:27	xquu			0	What does the author find amazing about locusts?	The author finds locusts amazing because they have no king, but all of them move in orderly groups.
30:30	ds4q			0	What does not turn away from anything?	The lion does not turn away from anything.
30:32	uv0v			0	What should a person do who has been plotting evil?	A person who has been devising evil should stop doing so immediately.
30:33	bmvf			0	What does anger produce?	Anger causes people to fight.
31:1	fel2			0	Who wrote this proverb?	King Lemuel wrote this proverb.
31:3	vk4d			0	To whom should a man not give his strength?	He should not give his strength to women and exhaust himself by having sex with them.
31:5	i3ke			0	What do rulers forget when they have strong drink?	Rulers forget what has been decreed when they have strong drink.
31:7	ic42			0	What do those in bitter distress forget when they have strong drink?	Those in bitter distress forget what troubles them when they have strong drink.
31:9	mk46			0	Whose cause should the king plead?	The king should plead for suffering and poor people to get what they legally deserve.
31:10	n5qf			0	What is more valuable than jewels?	A virtuous and capable wife is more valuable than precious jewels.
31:12	iuuu			0	What does the capable wife do all the days of her life?	She does good for her husband and not evil all the days of her life.
31:15	qs3h			0	When does the capable wife arise?	She arises while it is still night.
31:17	rppp			0	How does the capable wife care for her body?	She keeps her body strong and she makes her arms strong by working hard.
31:20	i290			0	Whom does the capable wife generously help?	She generously helps people who are poor and suffering.
31:23	j4xg			0	Where does the capable wife’s husband sit?	Her husband sits with the elders at the gates.
31:26	u9ix			0	How does the capable wife speak?	She speaks wisely, and when she speaks, she teaches others to be faithful and kind.
31:28	zydh			0	What do the children of the capable wife call her?	Her children call her blessed.
31:30	qdjg			0	What kind of woman will be praised?	People will praise a woman who fears Yahweh.
