Reference,ID,Tags,Quote,Occurrence,Question,Response
20:18,f9kc,,,0,What did Judah and the inhabitants of Jerusalem do in worship before Yahweh?,"All Judah and the inhabitants of Jerusalem fell down before Yahweh, worshiping him."
20:21,wj2o,,,0,"As the army went out, why did Jehoshaphat say to give thanks to Yahweh?","As they went out preceding the army, Jehoshaphat told them to say, “Give thanks to Yahweh; for his covenant faithfulness endures forever.”"
20:22,y0b5,,,0,What did Yahweh do when the people of Judah began to sing and praise?,"When they began to sing and praise, Yahweh set men in ambush against their enemies."
20:24,shpq,,,0,What did the people of Judah see when they looked out on the enemy’s army?,"When they looked out on the army, they were dead, fallen to the ground."
20:25,te8e,,,0,How long did it take the people to carry off the plunder from the army?,"It took the people three days to carry off the plunder, because there was so much of it."
20:27,acyv,,,0,Why did Jehoshophat and his people return to Jerusalem with joy?,They returned to Jerusalem with joy for Yahweh had made them rejoice over their enemies.
20:30,le4l,,,0,What did God give Jehoshaphat that made his kingdom quiet?,"Jehoshaphat’s kingdom was quiet, for his God gave him peace all around him."
20:32,gekl,,,0,What had Jehoshaphat done in the eyes of Yahweh?,Jehoshaphat did what was right in the eyes of Yahweh.
20:37,l5j1,,,0,"What was prophesied against Jehoshaphat, because he allied himself with Ahaziah?","Because Jehoshaphat had allied himself with Ahaziah, Yahweh destroyed his projects."
21:3,btvb,,,0,Why did Jehoshaphat give the throne to Jehoram?,Jehoshaphat gave the throne to Jehoram because Jehoram was his firstborn.
21:4,xora,,,0,What did Jehoram do to his brothers after he was established as king?,"When Jehoram had firmly established himself as king, he killed all his brothers with the sword."
21:7,o9nj,,,0,Why did Yahweh not wish to destroy the house of David?,Yahweh did not wish to destroy the house of David because of the covenant he had made with David.
21:10,e2d9,,,0,Why did Libnah revolt from the power of Judah?,"They revolted from Judah’s power, because Jehoram had forsaken Yahweh."
21:11,l8c3,,,0,What did Jehoram build in the mountains of Judah?,Jehoram also built shrines in the mountains of Judah.
21:15,ww57,,,0,What did Elijah say would happen to Jehoram’s intestines in his sickness?,Jehoram would have much sickness until his intestines fell out because of the sickness.
21:17,lkgq,,,0,What did the Philistines and Arabians carry away from the king’s house?,They carried away all the wealth that was found in the king’s house.
21:19,adx7,,,0,What did his people not do for Jehoram that they had done for his ancestors?,His people made no fire in his honor as they had done for his ancestors.
22:3,mhg9,,,0,In whose ways did Ahaziah walk because of the advice of his mother?,"Ahaziah walked in the ways of the house of Ahab, for his mother was his adviser in doing wicked things."
22:4,gev8,,,0,"How did Ahaziah act in Yahweh’s sight, as the house of Ahab was doing?","Ahaziah did what was evil in Yahweh’s sight, as the house of Ahab was doing."
22:6,c66r,,,0,"Why did Ahaziah go to visit Joram, the son of Ahab?",Ahaziah went down to Jezreel to see him because Joram had been wounded.
22:7,t2dr,,,0,What did God bring about through Ahaziah’s visit to Joram?,The destruction of Ahaziah was brought about by God through his visit to Joram.
22:9,id2t,,,0,What did Jehu recall of Ahaziah’s father?,"Jehu said that Ahaziah was a son of Jehoshaphat, who sought Yahweh with all his heart."
22:10,cutl,,,0,What did Ahaziah’s mother do when she saw that he was dead?,"When she saw that her son was dead, she arose and killed all the royal children in the house of Judah."
22:12,rplo,,,0,How long was Joash hidden in the house of God while Athaliah reigned?,Joash was hidden in the house of God for six years while Athaliah reigned over the land.
23:3,y1wn,,,0,What made Jehoiada bold to speak to the leaders that the king’s son would reign?,"Jehoiada said the king’s son would reign, as Yahweh had said concerning the descendants of David."
23:4,zgpv,,,0,What work was assigned to the priests and Levites serving on the Sabbath?,Those who come to serve on the Sabbath would be guards at the doors.
23:7,a4pn,,,0,When were the Levites told to stay with the king?,They were told to stay with the king when he came in and when he went out.
23:8,zx8a,,,0,How completely did the Levites and all Judah follow Jehoiada’s command?,They served in every way in the manner in which Jehoiada the priest commanded.
23:11,k35i,,,0,What did they give to the king’s son when they put the crown on him?,"They brought out the king’s son, put the crown on him, and gave him the covenant decrees."
23:12,ykj8,,,0,What noise made Athaliah come to the people in the house of Yahweh?,"When she heard the noise of the people running and praising the king, she came to the people in the house of Yahweh."
23:13,fh77,,,0,What did Athaliah do while shouting out “Treason!”?,"She tore her clothes and shouted, “Treason!”"
23:14,idg5,,,0,What did Jehoiada command to be done to anyone who followed Athaliah?,Jehoiada said to let anyone who followed her be killed with the sword.
23:16,vide,,,0,"What covenant did Jehoiada make between himself, the people, and the king?","Jehoiada made a covenant between himself, all the people, and the king, that they should be Yahweh’s people."
23:19,zfvr,,,0,Whom did Jehoiada keep from entering the house of Yahweh by setting guards at the gates?,"Jehoiada set guards at the gates of the house of Yahweh, so that no one that was unclean in any way should enter."
23:20,rqbs,,,0,Where did Jehoiada and the people set the king after coming through the Upper Gate?,The people came through the Upper Gate to the king’s house and sat the king on the throne of the kingdom.
24:2,j2d4,,,0,How long did Joash do what was right in the eyes of Yahweh?,"Joash did what was right in the eyes of Yahweh all the days of Jehoiada, the priest."
24:5,xmit,,,0,For what work did Joash send the priests and Levites out to gather money from all Israel?,Joash sent them to gather from all Israel money to repair the house of their God.
24:7,nvs4,,,0,What had the sons of Athaliah taken from the house of Yahweh and given to the Baals?,They had given all the dedicated furnishings of the house of Yahweh to the Baals.
24:8,omvu,,,0,Where was the chest the king had commanded to be made placed?,"The king commanded, and they made a chest and placed it outside at the entrance to the house of Yahweh."
24:10,ssea,,,0,What part of the people rejoiced and brought money to put into the chest?,All the leaders and all the people rejoiced and brought money in and put it into the chest.
24:11,qiyp,,,0,As the officials emptied the chest day after day what did they gather?,"They emptied the chest day after day, gathering large amounts of money."
24:13,ndbn,,,0,How did the workmen set up the house of God as they repaired it?,The workmen set up the house of God in its original design and strengthened it.
24:16,c80l,,,0,Why was Jehoiada buried among the kings in the city of David?,"They buried him in the city of David among the kings, because he had done good in Israel, toward God, and to God’s house."
24:19,e8mv,,,0,What did the people do when Yahweh sent prophets to testify against them?,"Yahweh sent prophets who testified against the people, but they refused to listen."
24:20,wsep,,,0,Why did Zechariah tell the people Yahweh had forsaken them?,"Zechariah told the people that since they had forsaken Yahweh, Yahweh had also forsaken them."
24:22,l2ja,,,0,How did King Joash ignore the kindness that Zechariah’s father had done to him?,"In this manner, Joash, the king, ignored the kindness that Jehoiada, Zechariah’s father, had done to him. Instead, he killed Jehoiada’s son."
24:24,dy6l,,,0,What did Yahweh give the small army of the Arameans because Judah had forsaken him?,"The Arameans had come with a small army, but Yahweh gave them victory over a very great army, because Judah had forsaken Yahweh."
24:25,cg7m,,,0,Why did the servants of Joash plot against him?,"Joash’s own servants plotted against him because of the murder of the sons of Jehoiada, the priest."
25:1,srjx,,,0,How old was Amaziah when he began to reign and how long did he reign?,Amaziah was twenty-five years old when he began to reign and he reigned for twenty-nine years.
25:2,e6fu,,,0,What was the condition of Amaziah’s heart?,Amaziah’s heart was not perfectly devoted to Yahweh.
25:3-4,brxc,,,0,"Why did Amaziah not kill the children of the servants who had murdered his father, the king?","Amaziah did not kill the children of the servants who had murdered his father because the laws in the book of Moses said that the children must not die for the fathers, but that every person must die for his own sin."
25:5-6,f45a,,,0,"How did Amaziah add to the 300,000 chosen men from Judah and Benjamin that were registered by their ancestor’s houses?","Amaziah hired 100,000 fighting men from Israel to add to the 300,00 chosen men from Judah."
25:7,part,,,0,Why did the man of God tell the king he should not let the army of Israel go with him?,The man of God told the king the army of Israel should not go with him because Yahweh was not with Israel.
25:8,ygh6,,,0,What did the man of God say would happen even if Amaziah was courageous and strong in battle?,The man of God said that God would throw him down before the enemy.
25:9,qrif,,,0,How did the man of God answer Amaziah’s question about what to do about the one hundred talents that he had given to the army of Israel?,The man of God told Amaziah that Yahweh was able to give him much more than that.
25:10,kqcy,,,0,Why was the anger of the army from Ephraim kindled against Judah?,Their anger was kindled against Judah because Amaziah separated the army and sent them home.
25:11,ctvv,,,0,What happened to the ten thousand men of Seir when Amaziah led his people out to the Valley of Salt?,Amaziah led his people out to the Valley of Salt and he defeated ten thousand men of Seir.
25:12,qu2k,,,0,What did the army of Judah do to the additional ten thousand men of Seir who they carried away alive?,The army of Judah threw the men of Seir down from the top of the cliff.
25:13,imij,,,0,What did the army of Israel do to the cities of Judah from Samaria to Bethhoron?,"The army of Israel attacked the cities, struck down three thousand of the people and took much plunder."
25:14,t9uy,,,0,What did Amaziah do with the gods that he brought back from the people of Seir?,"Amaziah set the gods up to be his own gods, bowed down before them, and burned incense to them."
25:15,innj,,,0,What did the prophet sent by Yahweh ask Amaziah about the gods of the people of Seir?,The prophet asked Amaziah why he sought after the gods of a people whose gods did not even save their own people from the hand of Amaziah.
25:16,t6uk,,,0,What did the prophet say was God’s reason for his decision to destroy Amaziah?,The reason God decided to destroy Amaziah was that Amaziah had done this deed and had not listened to the advice of the prophet.
25:17,q0jx,,,0,"What was the message that Amaziah sent to Jehoash, king of Israel?",Amaziah sent a message asking Jehoash to come and meet with Amaziah face to face in battle.
25:18-19,uywl,,,0,Why did the messengers of Jehoash tell Amaziah that he should stay at home?,The messengers of Jehoash told Amaziah to stay at home because both Amaziah and Judah would fall.
25:20,tiq5,,,0,Why would God hand over the people of Judah into the hand of their enemies?,God would hand them over to their enemies because they had sought advice from the gods of Edom.
25:21-22,cdjt,,,0,"What was the result when Jehoash, king of Israel, and Amaziah, king of Judah, met each other face to face at Beth Shemesh?",The result was that Judah was struck down before Israel and every man fled home.
25:23-24,cahi,,,0,"To what place did Jehoash return after he tore down the wall of Jerusalem and took many valuable objects from the temple and palace, along with hostages?",Jehoash returned to Samaria after he tore down the wall of Jerusalem and took all the valuables and hostages.
25:25,wodt,,,0,"For how many years did Amaziah, king of Judah, live after the death of Jehoash, king of Israel?",Amaziah lived fifteen years after the death of Jehoash.
25:26,r2c9,,,0,Where are other matters written concerning Amaziah?,Other matters concerning Amaziah are written in The Book of the Kings of Judah and Israel.
25:27,nblf,,,0,What was begun against Amaziah after he turned away from following Yahweh?,"After Amaziah turned away from following Yahweh, a conspiracy was begun against him."
25:27-28,offj,,,0,Where was Amaziah buried after he was killed in Lachish?,Amaziah was buried with his ancestors in the City of Judah.
26:1,zu38,,,0,Who made Uzziah king after the death of his father Amaziah?,The people of Judah took Uzziah and made him king in place of his father Amaziah.
26:2,abwv,,,0,What did Uzziah do to the town of Eloth after he became king?,Uzziah rebuilt Eloth and restored it to Judah.
26:4-5,tglh,,,0,How did Uzziah follow the example of his father in his relationship to Yahweh?,Uzziah did what was right in the eyes of Yahweh and set himself to seek God.
26:5,rmfo,,,0,What happened to Uzziah as long as he sought Yahweh?,"As long as Uzziah sought Yahweh, God made him prosper."
26:6-8,oq3q,,,0,What was the result of God helping Uzziah as he fought against his enemies?,"God helped Uzziah fight against his enemies, and his fame spread to other lands, and he became very powerful."
26:9-10,ryq4,,,0,What did Uzziah build at the gates in Jerusalem and in the wilderness?,Uzziah built towers at the corner gates of Jerusalem and at the turning wall. He also built watch towers in the wilderness.
26:10,rxf3,,,0,"Why did Uzziah build watch towers, and why did he dig cisterns in the wilderness?",Uzziah built watch towers and dug cisterns in the wilderness because he had cattle and people who farmed and he loved farming.
26:11,ubmy,,,0,How did Uzziah’s army make war?,Uzziah’s army made war with mighty power to help the king against the enemy.
26:13,shmk,,,0,How did Uzziah’s army make war?,Uzziah’s army made war with mighty power to help the king against the enemy.
26:14-15,zplh,,,0,What was invented by skillful men in Jerusalem as Uzziah equipped his army?,"In Jerusalem, Uzziah built engines that were invented by skillful men."
26:15,qocg,,,0,"How far did Uzziah’s fame spread when he was greatly helped by Yahweh, until he became very powerful?",Uzziah’s fame spread to distant lands.
26:16,b1ft,,,0,"How did Uzziah trespass against Yahweh, his God, when he became powerful?",Uzziah trespassed against Yahweh when he went into the house of Yahweh to burn incense on the altar of incense.
26:17-18,mj6q,,,0,"Why did Azariah and the eighty priests go in after Uzziah, and why did Azariah say that Uzziah had trespassed when he burned incense in the sanctuary?","The priests told Uzziah that it is only the priests, the sons of Aaron, who are consecrated to burn incense in the sanctuary, so Uzziah had trespassed when he burned incense to Yahweh."
26:19,o3s7,,,0,"What happened to Uzziah as he was holding a censer in his hand to burn incense, and when he was angry with the priests?","While Uzziah was holding a censer, and when he became angry with the priests, leprosy broke out on his forehead."
26:20,s927,,,0,Why did leprosy break out on Uzziah’s forehead?,Leprosy broke out on Uzziah’s forehead because Yahweh had struck him.
26:21,mv16,,,0,Why did Uzziah have to live in a separate house until the day of his death?,Uzziah had to live in a separate house because he was a leper and he was cut off from the house of Yahweh.
26:23,zyt6,,,0,Who became king after Uzziah died and was buried with his ancestors?,"Jotham, Uzziah’s son, became king in his place."
27:1,e124,,,0,How old was Jotham when he became king of Judah and how long did he reign?,Jotham was twenty-five years old when he became king and he reigned for sixteen years in Jerusalem.
27:2,sw06,,,0,How did the people of Judah behave even though Jotham did what was right in the eyes of Yahweh?,"The people of Judah still behaved in evil ways, even though Jotham did what was right in the eyes of Yahweh."
27:3,uy9k,,,0,What did Jotham build in Jerusalem?,"Jotham built the upper gate of the house of Yahweh, and he built much on the hill of Ophel."
27:4,xzm7,,,0,What did Jotham build in the hill country and forests of Judah?,"Jotham built cities in the hill country, and castles and towers in the forests of Judah."
27:5,flbr,,,0,"Why did the people of Ammon give Jotham silver, wheat, and barley?","The people of Ammon gave Jotham silver, wheat, and barley because he fought with them and defeated them."
27:6,g9g6,,,0,Why did Jotham become powerful?,Jotham became powerful because he walked firmly before Yahweh his God.
27:9,iay9,,,0,Where was Jotham buried when he died?,Jotham was buried in the city of David.
27:9,wjz8,,,0,Who became king of Judah after the death of Jotham?,"Ahaz, Jotham’s son, became king in his place."
28:1,q72p,,,0,What did Ahaz not do as David his ancestor had done?,"Ahaz did not do what was right in the eyes of Yahweh, as David his ancestor had done."
28:2,kxg7,,,0,What did Ahaz make as he walked in the ways of the kings of Israel?,Ahaz made cast metal figures for the Baals.
28:3,jxwp,,,0,"What did Ahaz do to his children in addition to making figures of Baal, offering incense, and following after the wickedness of the people groups which Yahweh had driven out before the people of Israel?",Ahaz put his children in fire as burnt offerings.
28:5-6,qjvh,,,0,What was the cause of the defeats of Ahaz at the hand of the Arameans and also at the hand of the king of Israel?,"Ahaz was defeated by the Arameans and the king of Israel because he and his people had forsaken Yahweh, the God of their ancestors."
28:8,su2f,,,0,What did the army of Israel take back to Samaria?,"The army of Israel took captives from their kinsmen, and they also took much plunder which they carried back to Samaria."
28:9,thym,,,0,Who went out to meet the army coming into Samaria?,"Obed, a prophet of Yahweh, came out to meet the army."
28:9,u0qf,,,0,What was the accusation that Obed brought against the army?,Obed accused the army of slaughtering the people of Judah in a rage that reached up to heaven.
28:10-11,s7hw,,,0,What did Obed tell the army of Israel to do with the prisoners they had taken as slaves from Jerusalem?,"Obed told the army to send the prisoners back, because Yahweh’s fierce wrath was on them."
28:13,stj3,,,0,What did the leaders of the people of Ephraim say was the reason they should not bring the prisoners to Samaria?,The leaders said it would add to their sins against Yahweh and bring his fierce wrath against Israel.
28:14-15,pzh0,,,0,What did the leaders do with the prisoners when the armed men left the prisoners before them?,"The leaders clothed them, gave them sandals, gave them food to eat and drink, treated their wounds, put the weak on donkeys, and took them back to their families in Jericho."
28:16-18,v0ce,,,0,What made it necessary for King Ahaz to send messengers to the kings of Assyria asking for help?,It was necessary for Ahaz to ask the kings of Assyria for help because the Edomites had attacked Judah and the Philistines had invaded the cities of the lowlands and of the Negev of Judah.
28:19,uiob,,,0,What did Ahaz do which caused Yahweh to bring Judah low?,Judah was brought low because Ahaz had acted wickedly and had sinned against Yahweh very heavily.
28:21,dk3a,,,0,Why did Ahaz plunder the house of Yahweh and the houses of the king and the leaders?,Ahaz plundered the house of Yahweh and the houses of the king and the leaders in order to give the valuable things to the kings of Assyria.
28:22-23,ri45,,,0,What brought on the ruin Ahaz and all of Israel?,Ahaz sinned against Yahweh and sacrificed to the gods of Damascus.
28:24,ud8s,,,0,What did Ahaz do to the furnishings of the house of God?,Ahaz cut the furnishings to pieces and shut the doors of the house of Yahweh.
28:24-25,cuzm,,,0,"What was the result of Ahaz making altars for himself in every corner of Jerusalem, and making shrines to burn sacrifices to other gods in every city of Judah?","The result of Ahaz’s actions was that he provoked to anger Yahweh, the God of his ancestors."
28:26,lu1a,,,0,Where are the rest of Ahaz’s deeds recorded?,The rest of Ahaz’s deeds are recorded in The Book of the Kings of Judah and Israel.
28:27,s4zg,,,0,Who became king after Ahaz died and was buried in Jerusalem?,"Hezekiah, Ahaz’s son, became king in his place."
29:1-2,tat7,,,0,What example did Hezekiah follow when he began to reign at the age of twenty-five?,Hezekiah followed the example of his ancestor David and did what was right in the eyes of Yahweh.
29:3-5,kuhj,,,0,What did Hezekiah tell the Levites to do after he had opened the doors of the house of Yahweh and had repaired them?,"Hezekiah told the Levites to consecrate themselves, consecrate the house of Yahweh, and carry away the filthiness from the holy place."
29:6,fic6,,,0,What did Hezekiah say that their ancestors did in the sight of Yahweh?,Hezekiah said that their ancestors trespassed and did what was evil in the sight of Yahweh their God.
29:6-7,z43r,,,0,What did their ancestors not do in the place where Yahweh lived?,Their ancestors did not burn incense or offer burnt offerings in the holy place to the God of Israel.
29:8,xtn2,,,0,What was the result of Yahweh’s wrath falling on Judah and Jerusalem?,"Yahweh made Judah and Jerusalem to be an object of terror, horror, and scorn."
29:9,d6kq,,,0,"What happened to their fathers, sons, daughters, and wives because of the wrath of Yahweh?","Their fathers fell by the sword and their sons, daughters, and wives were brought into captivity because of the wrath of Yahweh."
29:10,muys,,,0,What did Hezekiah propose to do so that Yahweh’s fierce anger might turn away from them?,"Hezekiah proposed that they make a covenant with Yahweh, the God of Israel."
29:15,gbqk,,,0,What did the Levites do after they gathered their brothers?,"The Levites and their brothers, dedicated themselves to Yahweh, and went in to cleanse the house of Yahweh."
29:16,vony,,,0,What did the priests do with all the filth that they found in the temple of Yahweh as they cleansed it?,The priests took all the filth and carried it out to the brook Kidron.
29:17,mr3r,,,0,How long did it take the priests to sanctify the house of Yahweh?,The priests began on the first day of the first month and on the sixteenth day of the first month they finished.
29:18-19,hps0,,,0,What did the priests tell Hezekiah they had prepared and sanctified in addition to cleansing all the house of Yahweh?,"In addition to cleansing all the house of Yahweh, the priests prepared and sanctified all the implements that King Ahaz threw away when he trespassed during his reign."
29:20-21,kxyv,,,0,What did Hezekiah command the priests to do with the animals they brought as a sin offering for Judah?,Hezekiah told the priests to offer the animals on the altar of Yahweh.
29:22-24,duaf,,,0,Why did the priests kill the animals and splash their blood on the altar?,The priests killed the animals and splashed their blood on the altar to make atonement for all Israel. A burnt offering and a sin offering had to be made for all Israel.
29:25,o4te,,,0,From whom did the command come for arranging the Levites and their instruments in the house of Yahweh?,The command came from Yahweh by means of his prophets.
29:27-28,uvrs,,,0,How long did the singing and playing of music continue as all the assembly worshiped and the burnt offering began?,The singing and music continued until the burnt offering was finished.
29:30,rt8o,,,0,What was the attitude of the Levites as they sang praises to Yahweh using the words of David and Asaph?,The Levites sang praises with gladness and they bowed down and worshiped.
29:31,n8x4,,,0,What did the assembly bring into the house of Yahweh?,"The assembly brought in sacrifices and thank offerings, and all who had a willing heart brought burnt offerings."
29:32-33,prqo,,,0,What kinds of animals did the assembly bring to be used as burnt offerings?,"The assembly brought bulls, rams, lambs, oxen, and sheep to be used as burnt offerings."
29:34,ubp9,,,0,Why did the priests have to ask the Levites to help skin the burnt offerings?,The priests had to ask the Levites to help them skin the burnt offerings because the priests were too few to do the work themselves.
29:35-36,u4tm,,,0,What did Hezekiah and all the people do when the service of the house of Yahweh was set in order?,Hezekiah and all the people rejoiced.
30:1,nqth,,,0,To where did Hezekiah send messengers and to whom did he write letters?,"Hezekiah sent messengers to all of Israel and Judah, and wrote letters to Ephraim and Manasseh."
30:1,q2sf,,,0,What did Hezekiah’s message tell them?,The message told them they should come to Jerusalem to the house of Yahweh to celebrate the Passover.
30:2,f0ef,,,0,"Who were they that consulted together, to celebrate the Passover in the second month?","They were the king, his leaders, and all the assembly in Jerusalem."
30:3,spfz,,,0,Why could they not celebrate the Passover right away?,"They could not celebrate the Passover right away, because there were not sufficient numbers of consecrated priests, nor had the people gathered in Jerusalem."
30:4,dx2t,,,0,How did this plan appear to the king and all the assembly?,The plan appeared to be right in their eyes.
30:5,hzbe,,,0,What did the king and all the assembly establish and make?,They established a decree and made a proclamation.
30:5,bca6,,,0,To where did the proclamation go?,"The proclamation went throughout all Israel, from Beersheba to Dan."
30:5,zb2y,,,0,What did the proclamation say?,The proclamation said the people should come to celebrate the Passover of Yahweh in Jerusalem.
30:6,z83v,,,0,By what means did the proclamation go?,The proclamation went with couriers by letters from the king and his leaders to all of Israel and Judah.
30:9,atir,,,0,What did the proclamation say would happen if the people turned back to Yahweh?,"The brothers and children would find compassion before those who had taken them as prisoners, and would come back into Israel."
30:10,zntc,,,0,Where did the couriers go and how did the people respond?,"The couriers went from city to city throughout Ephraim and Manasseh all the way to Zebulun, but the people responded to them with laughing and mocking."
30:11,mt6h,,,0,Who humbled themselves and what did they do?,"Certain men of Asher, Manasseh, and Zebulun humbled themselves and came to Jerusalem."
30:12,o10l,,,0,What did the hand of God do and what happened?,The hand of God came on Judah and they had one heart to carry out the command.
30:13,kqop,,,0,How many gathered in Jerusalem to celebrate the Festival of Unleavened Bread in the second month?,"Many people, a very great assembly, gathered in Jerusalem."
30:14-15,uamn,,,0,What did those gathered in Jerusalem do?,"They took away the altars, all the altars for incense, and threw them into the Kidron. Then they killed the Passover lambs on the fourteenth day of the second month."
30:15,jtzm,,,0,What did the priests and Levites who were ashamed do?,They consecrated themselves and brought burnt offerings into the house of Yahweh.
30:16,z67k,,,0,How did they stand and what did the priests do?,"They stood in their divisions following the law of Moses, and the priests sprinkled blood."
30:17,kgy6,,,0,Why did the priests sprinkle the blood they received from the Levites?,"Because many had not consecrated themselves, the Levites were in charge of slaughtering the Passover lambs, and the priests received it from them to sprinkle."
30:18-19,zbt6,,,0,"Why did Hezekiah pray for the people of Ephraim, Manasseh, Issachar, and Zebulun, and for what did he pray?","Many of the people had not purified themselves and ate the Passover meal against the written instructions. So Hezekiah prayed for Yahweh to pardon those who set their hearts to seek God, although they were not purified by the standards of the sanctuary."
30:20,e1qb,,,0,What did Yahweh do in response to the prayer?,Yahweh listened to Hezekiah and healed the people.
30:21,fsgw,,,0,"What did the people of Israel, the Levites, and the priests do?",The people kept the Festival for seven days with great joy. The Levites and priests praised Yahweh singing with loud instruments.
30:22,vl4e,,,0,"How did Hezekiah speak to the Levites who understood the service of Yahweh, and what did they do?","Hezekiah encouraged them and they ate throughout the festival for seven days, offering fellowship sacrifices, and making confession to Yahweh."
30:23-24,hpp9,,,0,"What did the whole assembly decide to do when Hezekiah gave the assembly one thousand bulls and seven thousand sheep, and the leaders gave one thousand bulls and ten thousand sheep and goats?","The whole assembly decided to celebrate for another seven days, and they did with joy."
30:25,m4x4,,,0,Who were all those that rejoiced in the celebration?,"All the assembly of Judah, the priests, the Levites, and all the people who came together from Israel, the foreigners who came from Israel and those who lived in Judah rejoiced."
30:26,v46k,,,0,How was the celebration described?,"There was great joy in Jerusalem, and since the time of Solomon, there had not been anything like it in Jerusalem."
30:27,afin,,,0,What did the priests and Levites do next in the celebration?,They blessed the people and their voice was heard and their prayer went up to heaven.
31:1,ivag,,,0,What did the Israelites do after celebrating the Festival of the Unleavened Bread?,"The people of Israel went out to the cities of Judah, broke the sacred stone pillars, cut down the Asherah poles, broke down the shrines and altars in Judah, Benjamin, Ephraim and Manasseh, until they had destroyed them all."
31:1,uk6g,,,0,Where did the people of Israel go after they did this?,They returned to their own land and city.
31:2,bodf,,,0,What did Hezekiah assign the priests and the Levites to do after he organized them by their divisions?,"Hezekiah assigned them to make burnt offerings, fellowship offerings, to serve, to give thanks, and to praise at the gates of Yahweh’s temple."
31:3,x79j,,,0,What portion did Hezekiah assign and when was it to be offered?,"The portion was to be a king’s portion from his own possessions, and the burnt offerings were for the morning, evening, Sabbath days, the new moons, and the fixed festivals."
31:4,lw8x,,,0,What did Hezekiah command the people of Jerusalem to do so the priests and Levites might concentrate on obeying the law of Yahweh?,The people were to give a portion for the priests and Levites.
31:5,fo6y,,,0,What happened when the command went out to the people?,"The people of Israel gave the first fruits of grain, new wine, oil, honey, and from the harvest of the field to all in abundance. They also gave the tithe of all things."
31:6,hxyz,,,0,What did the people in the cities of Judah do about the command?,"The people in the cities of Judah brought the tithe of oxen, sheep, and a tithe of things that were consecrated to Yahweh, laying them in heaps."
31:7,hxt0,,,0,What were the months when the people laid the heaps?,The people laid the heaps beginning in the third month and finishing the heaps in the seventh month.
31:8,g6dk,,,0,Who blessed Yahweh and the people when they saw the heaps?,Hezekiah and the leaders blessed Yahweh and the people.
31:9-10,j2cq,,,0,"How did Azariah, the chief priest, answer Hezekiah when he asked the priests and the Levites about the heaps?","Azariah answered that the people brought the tithes and put them in these large heaps. He told Hezekiah that they had eaten enough, and these heaps were left over because Yahweh had blessed the people."
31:11-12,hdjk,,,0,What did Hezekiah command to be prepared and what did the people do?,"Hezekiah commanded storerooms be prepared in the house of Yahweh. Then the people prepared them and brought in the offerings, tithes, and consecrated things."
31:12,o591,,,0,Who did Hezekiah and Azariah appoint to be managers in charge of the storerooms?,"Hezekiah and Azariah appointed Conaniah manager in charge with Conaniah’s brother, Shimei, as manager second in charge."
31:16,w5zg,,,0,To whom did Kore and those with him distribute the offerings?,"They distributed to those males three years old and up, division by division, who were counted in the genealogies that entered the house of Yahweh that did the work in their positions."
31:17,vzd2,,,0,Who was counted next to receive the offerings?,They gave to the Levites twenty years old and up that were filling their positions division by division.
31:18,l0d7,,,0,What had the people done before receiving the offerings from Kore and those with him?,"The people had consecrated themselves before the distribution to all their little ones, their wives, and their sons and daughters, who were counted in their genealogies."
31:19,pxw2,,,0,What was done for the priests who were counted in the genealogies as being among the Levites?,There were men assigned to give portions to all the males who were in the fields of the villages that belonged to the cities or in every city.
31:20,chop,,,0,Where did Hezekiah accomplish this and how was it done?,"Hezekiah accomplished this throughout all Judah and it was done good, right, and faithful before Yahweh."
31:21,q6xl,,,0,"In what way did Hezekiah perform each project, and what was the result?","Hezekiah performed all these projects with all his heart, and he succeeded."
32:1,c99e,,,0,"What did Sennacherib, king of Assyria, do to Judah?",He entered Judah and attacked the cities.
32:2-4,ev2p,,,0,With what did Hezekiah ask his leaders to help?,He asked them to stop up all the springs and streams so the king of Assyria would not find water.
32:5,iivv,,,0,What did Hezekiah do to guard against the enemy’s attack?,He built up the walls and made a large amounts of weapons.
32:6-8,ojqs,,,0,What encouraging words did Hezekiah give to his people?,"He told them to be strong, of good courage, and not be afraid because Yahweh, who is greater than their enemy, will help them fight."
32:9-10,zbou,,,0,Why did Sennacherib send his servants to Jerusalem?,He wanted to know what Hezekiah was relying on for a victory.
32:11,c5t9,,,0,How did Sennacherib try to persuade the people that Hezekiah was misleading them?,He said they might die of famine and thirst and questioned whether Yahweh would rescue them.
32:13-14,kq6b,,,0,What did Sennacherib and his ancestors do to other people and their lands?,"Because their gods could not help them, they were completely destroyed."
32:14-15,qp68,,,0,Why did Sennacherib say the Israelites should not believe Hezekiah?,Sennacherib wanted to mislead the people into believing that God would not rescue them from his powerful hand.
32:16-17,b89c,,,0,What did Sennacherib do to mock Yahweh?,"He wrote letters to speak against Yahweh, to remind the people of Jerusalem of the past, and that Hezekiah’s God will not rescue them."
32:18,j30k,,,0,Why did Sennacherib’s servants cry in the Jews’ language to the people of Jerusalem?,The servants wanted to frighten the people so they might capture the city.
32:20-21,t75a,,,0,How did Yahweh respond when Hezekiah and Isaiah prayed and cried out to heaven?,"He sent an angel, who killed the fighting men and the officers."
32:21,b0vk,,,0,What happened to Sennacherib after the angel killed his army?,"Sennacherib returned embarrassed to his own land, where his children killed him."
32:22-23,czwq,,,0,How was Hezekiah exalted?,Yahweh saved Hezekiah from Sennacherib and others. Precious gifts were brought to Yahweh and Hezekiah by many.
